;Catchment 1;;;Catchment 2;;;Catchment 3;;
Date;P;EP;Q;P;EP;Q;P;ETP;Q
;[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d]
08/01/2010;0;0;1,36;0;0;1,36;0;0;1,36
09/01/2010;0,5;0;1,31;0,35;0;1,31;0,25;0;1,31
10/01/2010;0;0,1;1,27;0;0,14;1,27;0;0,19;1,27
11/01/2010;0;0;1,24;0;0;1,24;0;0;1,24
12/01/2010;30,5;0,1;1,24;21,35;0,14;1,24;15,25;0,19;1,24
13/01/2010;6;0,1;2,42;4,2;0,14;2,42;3;0,19;2,42
14/01/2010;0,5;0;2,06;0,35;0;2,06;0,25;0;2,06
15/01/2010;30,5;0;1,83;21,35;0;1,83;15,25;0;1,83
16/01/2010;3,5;0,4;1,69;2,45;0,56;1,69;1,75;0,76;1,69
17/01/2010;0,5;0;3,33;0,35;0;3,33;0,25;0;3,33
18/01/2010;0,5;0,1;2,11;0,35;0,14;2,11;0,25;0,19;2,11
19/01/2010;9,5;0,5;2,04;6,65;0,7;2,04;4,75;0,95;2,04
20/01/2010;0;0,2;2,13;0;0,28;2,13;0;0,38;2,13
21/01/2010;15,5;0;2,43;10,85;0;2,43;7,75;0;2,43
22/01/2010;3,5;0,4;2,4;2,45;0,56;2,4;1,75;0,76;2,4
23/01/2010;0;0,2;2,91;0;0,28;2,91;0;0,38;2,91
24/01/2010;0,5;0,3;2,36;0,35;0,42;2,36;0,25;0,57;2,36
25/01/2010;1,5;0,1;2,29;1,05;0,14;2,29;0,75;0,19;2,29
26/01/2010;0,5;0,3;2,28;0,35;0,42;2,28;0,25;0,57;2,28
27/01/2010;0,5;0,4;1,96;0,35;0,56;1,96;0,25;0,76;1,96
28/01/2010;1,5;0,5;1,66;1,05;0,7;1,66;0,75;0,95;1,66
29/01/2010;5;0,8;1,67;3,5;1,12;1,67;2,5;1,52;1,67
30/01/2010;0;0,5;1,73;0;0,7;1,73;0;0,95;1,73
31/01/2010;1,5;0,2;1,67;1,05;0,28;1,67;0,75;0,38;1,67
01/02/2010;0,5;0,1;1,8;0,35;0,14;1,8;0,25;0,19;1,8
02/02/2010;2,5;0;1,76;1,75;0;1,76;1,25;0;1,76
03/02/2010;0,5;0,4;1,7;0,35;0,56;1,7;0,25;0,76;1,7
04/02/2010;13,5;0,5;1,6;9,45;0,7;1,6;6,75;0,95;1,6
05/02/2010;13;0,5;1,82;9,1;0,7;1,82;6,5;0,95;1,82
06/02/2010;0;0,9;1,97;0;1,26;1,97;0;1,71;1,97
07/02/2010;0;0,4;1,73;0;0,56;1,73;0;0,76;1,73
08/02/2010;0;0,5;1,62;0;0,7;1,62;0;0,95;1,62
09/02/2010;0;0,7;1,57;0;0,98;1,57;0;1,33;1,57
10/02/2010;0,5;0,4;1,46;0,35;0,56;1,46;0,25;0,76;1,46
11/02/2010;0;0,8;1,37;0;1,12;1,37;0;1,52;1,37
12/02/2010;0;0,7;1,34;0;0,98;1,34;0;1,33;1,34
13/02/2010;0;0,5;1,3;0;0,7;1,3;0;0,95;1,3
14/02/2010;0;0,7;1,28;0;0,98;1,28;0;1,33;1,28
15/02/2010;0;0,4;1,28;0;0,56;1,28;0;0,76;1,28
16/02/2010;0;0,5;1,28;0;0,7;1,28;0;0,95;1,28
17/02/2010;6;0,3;1,22;4,2;0,42;1,22;3;0,57;1,22
18/02/2010;5;0,7;1,18;3,5;0,98;1,18;2,5;1,33;1,18
19/02/2010;2;0,5;1,23;1,4;0,7;1,23;1;0,95;1,23
20/02/2010;0,5;0,5;1,2;0,35;0,7;1,2;0,25;0,95;1,2
21/02/2010;28;0,4;1,13;19,6;0,56;1,13;14;0,76;1,13
22/02/2010;3,5;0,7;1,58;2,45;0,98;1,58;1,75;1,33;1,58
23/02/2010;5,5;0,8;1,67;3,85;1,12;1,67;2,75;1,52;1,67
24/02/2010;12;0,9;1,25;8,4;1,26;1,25;6;1,71;1,25
25/02/2010;21,5;0,7;1,78;15,05;0,98;1,78;10,75;1,33;1,78
26/02/2010;13,5;1,5;1,92;9,45;2,1;1,92;6,75;2,85;1,92
27/02/2010;30,5;0,9;1,84;21,35;1,26;1,84;15,25;1,71;1,84
28/02/2010;1;1,4;2,33;0,7;1,96;2,33;0,5;2,66;2,33
01/03/2010;1,5;0,5;2,94;1,05;0,7;2,94;0,75;0,95;2,94
02/03/2010;0;1,1;2,35;0;1,54;2,35;0;2,09;2,35
03/03/2010;0;1,6;2,22;0;2,24;2,22;0;3,04;2,22
04/03/2010;0,5;1,4;2,16;0,35;1,96;2,16;0,25;2,66;2,16
05/03/2010;0;1,6;2,07;0;2,24;2,07;0;3,04;2,07
06/03/2010;0;1,3;1,97;0;1,82;1,97;0;2,47;1,97
07/03/2010;0;1,9;1,94;0;2,66;1,94;0;3,61;1,94
08/03/2010;0;2,3;1,91;0;3,22;1,91;0;4,37;1,91
09/03/2010;0;1,9;1,83;0;2,66;1,83;0;3,61;1,83
10/03/2010;0;2;1,79;0;2,8;1,79;0;3,8;1,79
11/03/2010;0;1,9;1,8;0;2,66;1,8;0;3,61;1,8
12/03/2010;0;1,2;1,75;0;1,68;1,75;0;2,28;1,75
13/03/2010;0;1,5;1,7;0;2,1;1,7;0;2,85;1,7
14/03/2010;0;0,9;1,64;0;1,26;1,64;0;1,71;1,64
15/03/2010;0;1,3;1,6;0;1,82;1,6;0;2,47;1,6
16/03/2010;0,5;1,3;1,53;0,35;1,82;1,53;0,25;2,47;1,53
17/03/2010;0;1,5;1,46;0;2,1;1,46;0;2,85;1,46
18/03/2010;4,5;1,2;1,42;3,15;1,68;1,42;2,25;2,28;1,42
19/03/2010;18,5;0,1;1,42;12,95;0,14;1,42;9,25;0,19;1,42
20/03/2010;0,5;0,9;2,28;0,35;1,26;2,28;0,25;1,71;2,28
21/03/2010;0;1,7;2,03;0;2,38;2,03;0;3,23;2,03
22/03/2010;7;1;1,73;4,9;1,4;1,73;3,5;1,9;1,73
23/03/2010;0,5;1,1;1,76;0,35;1,54;1,76;0,25;2,09;1,76
24/03/2010;8;0,8;1,75;5,6;1,12;1,75;4;1,52;1,75
25/03/2010;7,5;1,3;1,81;5,25;1,82;1,81;3,75;2,47;1,81
26/03/2010;7,5;1,8;1,47;5,25;2,52;1,47;3,75;3,42;1,47
27/03/2010;6;1,7;1,42;4,2;2,38;1,42;3;3,23;1,42
28/03/2010;2;0,5;1,27;1,4;0,7;1,27;1;0,95;1,27
29/03/2010;12,5;1,1;1,3;8,75;1,54;1,3;6,25;2,09;1,3
30/03/2010;4,5;2,7;1,34;3,15;3,78;1,34;2,25;5,13;1,34
31/03/2010;2,5;3,1;1,41;1,75;4,34;1,41;1,25;5,89;1,41
01/04/2010;8,5;1,9;1,34;5,95;2,66;1,34;4,25;3,61;1,34
02/04/2010;5,5;2,2;1,08;3,85;3,08;1,08;2,75;4,18;1,08
03/04/2010;17;1,6;1,21;11,9;2,24;1,21;8,5;3,04;1,21
04/04/2010;0,5;2,3;1,81;0,35;3,22;1,81;0,25;4,37;1,81
05/04/2010;0,5;1,9;1,28;0,35;2,66;1,28;0,25;3,61;1,28
06/04/2010;3,5;2,1;1,2;2,45;2,94;1,2;1,75;3,99;1,2
07/04/2010;0;2,1;1,19;0;2,94;1,19;0;3,99;1,19
08/04/2010;0,5;2,7;1,14;0,35;3,78;1,14;0,25;5,13;1,14
09/04/2010;0;2,9;1,1;0;4,06;1,1;0;5,51;1,1
10/04/2010;0;3,6;1,08;0;5,04;1,08;0;6,84;1,08
11/04/2010;0;3,4;1,05;0;4,76;1,05;0;6,46;1,05
12/04/2010;0;3,4;1,03;0;4,76;1,03;0;6,46;1,03
13/04/2010;0;3,5;0,98;0;4,9;0,98;0;6,65;0,98
14/04/2010;0;3,2;0,96;0;4,48;0,96;0;6,08;0,96
15/04/2010;0;3,2;0,95;0;4,48;0,95;0;6,08;0,95
16/04/2010;0;3,8;0,92;0;5,32;0,92;0;7,22;0,92
17/04/2010;0;3,4;0,89;0;4,76;0,89;0;6,46;0,89
18/04/2010;0;3,5;0,89;0;4,9;0,89;0;6,65;0,89
19/04/2010;0;3,5;0,85;0;4,9;0,85;0;6,65;0,85
20/04/2010;0;3,6;0,84;0;5,04;0,84;0;6,84;0,84
21/04/2010;0;3,2;0,81;0;4,48;0,81;0;6,08;0,81
22/04/2010;0;4,1;0,79;0;5,74;0,79;0;7,79;0,79
23/04/2010;0;3,5;0,78;0;4,9;0,78;0;6,65;0,78
24/04/2010;1,5;1,8;0,75;1,05;2,52;0,75;0,75;3,42;0,75
25/04/2010;0;2,4;0,73;0;3,36;0,73;0;4,56;0,73
26/04/2010;0;3;0,74;0;4,2;0,74;0;5,7;0,74
27/04/2010;0;3,6;0,72;0;5,04;0,72;0;6,84;0,72
28/04/2010;0;3,4;0,7;0;4,76;0,7;0;6,46;0,7
29/04/2010;0,5;2,6;0,68;0,35;3,64;0,68;0,25;4,94;0,68
30/04/2010;0;2;0,66;0;2,8;0,66;0;3,8;0,66
01/05/2010;2;2,2;0,65;1,4;3,08;0,65;1;4,18;0,65
02/05/2010;0;2,5;0,64;0;3,5;0,64;0;4,75;0,64
03/05/2010;0;2,9;0,63;0;4,06;0,63;0;5,51;0,63
04/05/2010;0;4,1;0,61;0;5,74;0,61;0;7,79;0,61
05/05/2010;0;3,3;0,58;0;4,62;0,58;0;6,27;0,58
06/05/2010;1,5;1,3;0,56;1,05;1,82;0,56;0,75;2,47;0,56
07/05/2010;5;1,2;0,56;3,5;1,68;0,56;2,5;2,28;0,56
08/05/2010;0,5;3,1;0,58;0,35;4,34;0,58;0,25;5,89;0,58
09/05/2010;0;3,4;0,56;0;4,76;0,56;0;6,46;0,56
10/05/2010;8;1,8;0,53;5,6;2,52;0,53;4;3,42;0,53
11/05/2010;0;3,7;0,52;0;5,18;0,52;0;7,03;0,52
12/05/2010;0;2,9;0,51;0;4,06;0,51;0;5,51;0,51
13/05/2010;0;2,9;0,48;0;4,06;0,48;0;5,51;0,48
14/05/2010;0,5;1,3;0,48;0,35;1,82;0,48;0,25;2,47;0,48
15/05/2010;0;3,7;0,48;0;5,18;0,48;0;7,03;0,48
16/05/2010;1;2;0,45;0,7;2,8;0,45;0,5;3,8;0,45
17/05/2010;0,5;3,5;0,43;0,35;4,9;0,43;0,25;6,65;0,43
18/05/2010;0;3,5;0,42;0;4,9;0,42;0;6,65;0,42
19/05/2010;0;2,7;0,4;0;3,78;0,4;0;5,13;0,4
20/05/2010;0;2,7;0,37;0;3,78;0,37;0;5,13;0,37
21/05/2010;0;5,3;0,35;0;7,42;0,35;0;10,07;0,35
22/05/2010;0;5,6;0,34;0;7,84;0,34;0;10,64;0,34
23/05/2010;0;5,6;0,33;0;7,84;0,33;0;10,64;0,33
24/05/2010;0;5,3;0,31;0;7,42;0,31;0;10,07;0,31
25/05/2010;1;3,6;0,3;0,7;5,04;0,3;0,5;6,84;0,3
26/05/2010;0;3,3;0,3;0;4,62;0,3;0;6,27;0,3
27/05/2010;0;3,6;0,3;0;5,04;0,3;0;6,84;0,3
28/05/2010;7;4,2;0,29;4,9;5,88;0,29;3,5;7,98;0,29
29/05/2010;9,5;1;0,33;6,65;1,4;0,33;4,75;1,9;0,33
30/05/2010;2,5;3,1;0,38;1,75;4,34;0,38;1,25;5,89;0,38
31/05/2010;0,5;1,9;0,39;0,35;2,66;0,39;0,25;3,61;0,39
01/06/2010;0,5;2,6;0,44;0,35;3,64;0,44;0,25;4,94;0,44
02/06/2010;0;3,7;0,47;0;5,18;0,47;0;7,03;0,47
03/06/2010;0;5,1;0,44;0;7,14;0,44;0;9,69;0,44
04/06/2010;0;5,1;0,42;0;7,14;0,42;0;9,69;0,42
05/06/2010;0;4,4;0,4;0;6,16;0,4;0;8,36;0,4
06/06/2010;0;4,2;0,38;0;5,88;0,38;0;7,98;0,38
07/06/2010;20;1;0,36;14;1,4;0,36;10;1,9;0,36
08/06/2010;1;2,7;0,34;0,7;3,78;0,34;0,5;5,13;0,34
09/06/2010;7,5;3,3;0,32;5,25;4,62;0,32;3,75;6,27;0,32
10/06/2010;11;1,5;0,3;7,7;2,1;0,3;5,5;2,85;0,3
11/06/2010;0;4,2;0,28;0;5,88;0,28;0;7,98;0,28
12/06/2010;0;4,6;0,27;0;6,44;0,27;0;8,74;0,27
13/06/2010;0,5;3,9;0,25;0,35;5,46;0,25;0,25;7,41;0,25
14/06/2010;0;3,7;0,24;0;5,18;0,24;0;7,03;0,24
15/06/2010;0;5,3;0,22;0;7,42;0,22;0;10,07;0,22
16/06/2010;0;5,7;0,21;0;7,98;0,21;0;10,83;0,21
17/06/2010;0;5,6;0,19;0;7,84;0,19;0;10,64;0,19
18/06/2010;0;5,6;0,18;0;7,84;0,18;0;10,64;0,18
19/06/2010;0;4,6;0,17;0;6,44;0,17;0;8,74;0,17
20/06/2010;0;4,3;0,15;0;6,02;0,15;0;8,17;0,15
21/06/2010;0;4,5;0,14;0;6,3;0,14;0;8,55;0,14
22/06/2010;0;5;0,13;0;7;0,13;0;9,5;0,13
23/06/2010;0;5,1;0,12;0;7,14;0,12;0;9,69;0,12
24/06/2010;0;5,6;0,11;0;7,84;0,11;0;10,64;0,11
25/06/2010;0;5,6;0,1;0;7,84;0,1;0;10,64;0,1
26/06/2010;0;5,7;0,09;0;7,98;0,09;0;10,83;0,09
27/06/2010;0;5;0,08;0;7;0,08;0;9,5;0,08
28/06/2010;0;5,8;0,07;0;8,12;0,07;0;11,02;0,07
29/06/2010;0;5,4;0,07;0;7,56;0,07;0;10,26;0,07
30/06/2010;0;5;0,06;0;7;0,06;0;9,5;0,06
01/07/2010;1;3,7;0,06;0,7;5,18;0,06;0,5;7,03;0,06
02/07/2010;12,5;1,6;0,09;8,75;2,24;0,09;6,25;3,04;0,09
03/07/2010;0;4,2;0,14;0;5,88;0,14;0;7,98;0,14
04/07/2010;0,5;4,5;0,11;0,35;6,3;0,11;0,25;8,55;0,11
05/07/2010;0;5,2;0,09;0;7,28;0,09;0;9,88;0,09
06/07/2010;0;4,7;0,09;0;6,58;0,09;0;8,93;0,09
07/07/2010;0;5,1;0,09;0;7,14;0,09;0;9,69;0,09
08/07/2010;0,5;5,3;0,08;0,35;7,42;0,08;0,25;10,07;0,08
09/07/2010;0;5,7;0,08;0;7,98;0,08;0;10,83;0,08
10/07/2010;1,5;4;0,06;1,05;5,6;0,06;0,75;7,6;0,06
11/07/2010;4,5;4,3;0,07;3,15;6,02;0,07;2,25;8,17;0,07
12/07/2010;5,5;1,9;0,06;3,85;2,66;0,06;2,75;3,61;0,06
13/07/2010;1;2,5;0,09;0,7;3,5;0,09;0,5;4,75;0,09
14/07/2010;2;4,3;0,06;1,4;6,02;0,06;1;8,17;0,06
15/07/2010;11;3,9;0,06;7,7;5,46;0,06;5,5;7,41;0,06
16/07/2010;0,5;3;0,12;0,35;4,2;0,12;0,25;5,7;0,12
17/07/2010;0;3,8;0,21;0;5,32;0,21;0;7,22;0,21
18/07/2010;0;4,8;0,18;0;6,72;0,18;0;9,12;0,18
19/07/2010;0;5,1;0,18;0;7,14;0,18;0;9,69;0,18
20/07/2010;4;1,6;0,16;2,8;2,24;0,16;2;3,04;0,16
21/07/2010;0;3,7;0,12;0;5,18;0,12;0;7,03;0,12
22/07/2010;0,5;3,9;0,04;0,35;5,46;0,04;0,25;7,41;0,04
23/07/2010;0;4,1;0,03;0;5,74;0,03;0;7,79;0,03
24/07/2010;1,5;2,1;0,08;1,05;2,94;0,08;0,75;3,99;0,08
25/07/2010;0;4,1;0,08;0;5,74;0,08;0;7,79;0,08
26/07/2010;0;4,3;0,08;0;6,02;0,08;0;8,17;0,08
27/07/2010;0;4,7;0,08;0;6,58;0,08;0;8,93;0,08
28/07/2010;0,5;4,1;0,08;0,35;5,74;0,08;0,25;7,79;0,08
29/07/2010;0;4,7;0,08;0;6,58;0,08;0;8,93;0,08
30/07/2010;0,5;1,9;0,07;0,35;2,66;0,07;0,25;3,61;0,07
31/07/2010;0;2,7;0,05;0;3,78;0,05;0;5,13;0,05
01/08/2010;0;3;0,05;0;4,2;0,05;0;5,7;0,05
02/08/2010;0;3,3;0,05;0;4,62;0,05;0;6,27;0,05
03/08/2010;1,5;2,1;0,04;1,05;2,94;0,04;0,75;3,99;0,04
04/08/2010;1,5;2,7;0,01;1,05;3,78;0,01;0,75;5,13;0,01
05/08/2010;0;3,8;0,01;0;5,32;0,01;0;7,22;0,01
06/08/2010;3;2,3;0,01;2,1;3,22;0,01;1,5;4,37;0,01
07/08/2010;0;2,4;0;0;3,36;0;0;4,56;0
08/08/2010;0,5;3,7;0;0,35;5,18;0;0,25;7,03;0
09/08/2010;9,5;3,1;0;6,65;4,34;0;4,75;5,89;0
10/08/2010;9,5;2;0;6,65;2,8;0;4,75;3,8;0
11/08/2010;0;3,9;0,1;0;5,46;0,1;0;7,41;0,1
12/08/2010;0;3,9;0,07;0;5,46;0,07;0;7,41;0,07
13/08/2010;0;3,2;0;0;4,48;0;0;6,08;0
14/08/2010;0;3,2;0;0;4,48;0;0;6,08;0
15/08/2010;0;3,4;0;0;4,76;0;0;6,46;0
16/08/2010;0,5;3,8;0;0,35;5,32;0;0,25;7,22;0
17/08/2010;2,5;1,5;0;1,75;2,1;0;1,25;2,85;0
18/08/2010;0;3,5;0;0;4,9;0;0;6,65;0
19/08/2010;0;3,1;0;0;4,34;0;0;5,89;0
20/08/2010;0,5;1,1;0;0,35;1,54;0;0,25;2,09;0
21/08/2010;0;2,1;0;0;2,94;0;0;3,99;0
22/08/2010;12,5;1,5;0;8,75;2,1;0;6,25;2,85;0
23/08/2010;0,5;3;0;0,35;4,2;0;0,25;5,7;0
24/08/2010;1;3;0;0,7;4,2;0;0,5;5,7;0
25/08/2010;12;0,7;0;8,4;0,98;0;6;1,33;0
26/08/2010;21,5;0,6;0,07;15,05;0,84;0,07;10,75;1,14;0,07
27/08/2010;1,5;1,9;0,21;1,05;2,66;0,21;0,75;3,61;0,21
28/08/2010;0,5;3,2;0,4;0,35;4,48;0,4;0,25;6,08;0,4
29/08/2010;0;2,8;0,05;0;3,92;0,05;0;5,32;0,05
30/08/2010;0;3,4;0;0;4,76;0;0;6,46;0
31/08/2010;0;3,3;0;0;4,62;0;0;6,27;0
01/09/2010;0;3,9;0;0;5,46;0;0;7,41;0
02/09/2010;0;3,5;0;0;4,9;0;0;6,65;0
03/09/2010;0;3,4;0;0;4,76;0;0;6,46;0
04/09/2010;0,5;3;0;0,35;4,2;0;0,25;5,7;0
05/09/2010;0;2,7;0;0;3,78;0;0;5,13;0
06/09/2010;23;1,6;0;16,1;2,24;0;11,5;3,04;0
07/09/2010;7,5;1;0,05;5,25;1,4;0,05;3,75;1,9;0,05
08/09/2010;0,5;2,2;0;0,35;3,08;0;0,25;4,18;0
09/09/2010;0,5;1,5;0;0,35;2,1;0;0,25;2,85;0
10/09/2010;0;1,6;0;0;2,24;0;0;3,04;0
11/09/2010;0,5;1,5;0;0,35;2,1;0;0,25;2,85;0
12/09/2010;0;2,8;0;0;3,92;0;0;5,32;0
13/09/2010;0;1,9;0;0;2,66;0;0;3,61;0
14/09/2010;0;1,8;0;0;2,52;0;0;3,42;0
15/09/2010;0;2,2;0;0;3,08;0;0;4,18;0
16/09/2010;0;2,1;0;0;2,94;0;0;3,99;0
17/09/2010;0;2,1;0;0;2,94;0;0;3,99;0
18/09/2010;0;1,9;0;0;2,66;0;0;3,61;0
19/09/2010;0;1,9;0;0;2,66;0;0;3,61;0
20/09/2010;0;2;0;0;2,8;0;0;3,8;0
21/09/2010;0;2,4;0;0;3,36;0;0;4,56;0
22/09/2010;0,5;1,2;0;0,35;1,68;0;0,25;2,28;0
23/09/2010;7;1,1;0;4,9;1,54;0;3,5;2,09;0
24/09/2010;0;1,8;0;0;2,52;0;0;3,42;0
25/09/2010;0;2,2;0;0;3,08;0;0;4,18;0
26/09/2010;0;1,7;0;0;2,38;0;0;3,23;0
27/09/2010;0;1,8;0;0;2,52;0;0;3,42;0
28/09/2010;0;1,1;0;0;1,54;0;0;2,09;0
29/09/2010;7,5;1,1;0;5,25;1,54;0;3,75;2,09;0
30/09/2010;17;1;0;11,9;1,4;0;8,5;1,9;0
01/10/2010;40,5;0,3;0;28,35;0,42;0;20,25;0,57;0
02/10/2010;34,5;0,1;0;24,15;0,14;0;17,25;0,19;0
03/10/2010;19;1,5;0;13,3;2,1;0;9,5;2,85;0
04/10/2010;3;0;0;2,1;0;0;1,5;0;0
05/10/2010;10,5;0,5;0;7,35;0,7;0;5,25;0,95;0
06/10/2010;0;0;0;0;0;0;0;0;0
07/10/2010;0,5;0,7;0,01;0,35;0,98;0,01;0,25;1,33;0,01
08/10/2010;0;0;0,03;0;0;0,03;0;0;0,03
09/10/2010;2;1,6;0,03;1,4;2,24;0,03;1;3,04;0,03
10/10/2010;0;1,9;0,03;0;2,66;0,03;0;3,61;0,03
11/10/2010;0;2,3;0,03;0;3,22;0,03;0;4,37;0,03
12/10/2010;0;2;0,03;0;2,8;0,03;0;3,8;0,03
13/10/2010;0;1,6;0,03;0;2,24;0,03;0;3,04;0,03
14/10/2010;0;1,1;0,02;0;1,54;0,02;0;2,09;0,02
15/10/2010;0;1,3;0,02;0;1,82;0,02;0;2,47;0,02
16/10/2010;0;1,5;0,02;0;2,1;0,02;0;2,85;0,02
17/10/2010;0;1,1;0,01;0;1,54;0,01;0;2,09;0,01
18/10/2010;0;0,6;0,01;0;0,84;0,01;0;1,14;0,01
19/10/2010;1;1,1;0,01;0,7;1,54;0,01;0,5;2,09;0,01
20/10/2010;0;1;0,01;0;1,4;0,01;0;1,9;0,01
21/10/2010;0;0,7;0;0;0,98;0;0;1,33;0
22/10/2010;3;0,8;0;2,1;1,12;0;1,5;1,52;0
23/10/2010;2;1;0;1,4;1,4;0;1;1,9;0
24/10/2010;0;0,7;0;0;0,98;0;0;1,33;0
25/10/2010;0,5;0,6;0;0,35;0,84;0;0,25;1,14;0
26/10/2010;0;0,4;0;0;0,56;0;0;0,76;0
27/10/2010;1,5;0,9;0;1,05;1,26;0;0,75;1,71;0
28/10/2010;0;0,4;0;0;0,56;0;0;0,76;0
29/10/2010;8,5;0,7;0;5,95;0,98;0;4,25;1,33;0
30/10/2010;11,5;0,4;0;8,05;0,56;0;5,75;0,76;0
31/10/2010;4;0,7;0;2,8;0,98;0;2;1,33;0
01/11/2010;4,5;0,7;0,04;3,15;0,98;0,04;2,25;1,33;0,04
02/11/2010;1;0,1;0,03;0,7;0,14;0,03;0,5;0,19;0,03
03/11/2010;2;0,4;0,02;1,4;0,56;0,02;1;0,76;0,02
04/11/2010;0;0,9;0,02;0;1,26;0,02;0;1,71;0,02
05/11/2010;2;0,7;0,02;1,4;0,98;0,02;1;1,33;0,02
06/11/2010;6,5;0,4;0;4,55;0,56;0;3,25;0,76;0
07/11/2010;21,5;0,6;0;15,05;0,84;0;10,75;1,14;0
08/11/2010;21;0,4;0;14,7;0,56;0;10,5;0,76;0
09/11/2010;5;0,6;0,41;3,5;0,84;0,41;2,5;1,14;0,41
10/11/2010;7;0,5;0,52;4,9;0,7;0,52;3,5;0,95;0,52
11/11/2010;27,5;0;0,24;19,25;0;0,24;13,75;0;0,24
12/11/2010;26,5;0,6;0,91;18,55;0,84;0,91;13,25;1,14;0,91
13/11/2010;38;0,1;0,66;26,6;0,14;0,66;19;0,19;0,66
14/11/2010;4;0,2;4,03;2,8;0,28;4,03;2;0,38;4,03
15/11/2010;0;0,1;4,34;0;0,14;4,34;0;0,19;4,34
16/11/2010;20;0,2;4,12;14;0,28;4,12;10;0,38;4,12
17/11/2010;6;0,5;3,98;4,2;0,7;3,98;3;0,95;3,98
18/11/2010;0,5;0,2;3,18;0,35;0,28;3,18;0,25;0,38;3,18
19/11/2010;25;0,1;0,97;17,5;0,14;0,97;12,5;0,19;0,97
20/11/2010;3;0,5;1,51;2,1;0,7;1,51;1,5;0,95;1,51
21/11/2010;0;0,6;1,59;0;0,84;1,59;0;1,14;1,59
22/11/2010;0;0,1;1,29;0;0,14;1,29;0;0,19;1,29
23/11/2010;0;0,2;1,22;0;0,28;1,22;0;0,38;1,22
24/11/2010;5,5;0;1,2;3,85;0;1,2;2,75;0;1,2
25/11/2010;0;0,1;1,19;0;0,14;1,19;0;0,19;1,19
26/11/2010;10;0,1;1,17;7;0,14;1,17;5;0,19;1,17
27/11/2010;1;0,2;1,16;0,7;0,28;1,16;0,5;0,38;1,16
28/11/2010;0;0,2;1,14;0;0,28;1,14;0;0,38;1,14
29/11/2010;0;0,1;1,13;0;0,14;1,13;0;0,19;1,13
30/11/2010;0;0,2;1,11;0;0,28;1,11;0;0,38;1,11
01/12/2010;0;0;1,1;0;0;1,1;0;0;1,1
02/12/2010;0,5;0,1;1,08;0,35;0,14;1,08;0,25;0,19;1,08
03/12/2010;9;0,3;1,07;6,3;0,42;1,07;4,5;0,57;1,07
04/12/2010;4,5;0;1,05;3,15;0;1,05;2,25;0;1,05
05/12/2010;3,5;0,1;1,04;2,45;0,14;1,04;1,75;0,19;1,04
06/12/2010;0;0,6;1,03;0;0,84;1,03;0;1,14;1,03
07/12/2010;0;0,6;1,01;0;0,84;1,01;0;1,14;1,01
08/12/2010;0;0,9;1;0;1,26;1;0;1,71;1
09/12/2010;0;0;0,99;0;0;0,99;0;0;0,99
10/12/2010;0;0;0,97;0;0;0,97;0;0;0,97
11/12/2010;0,5;0;0,96;0,35;0;0,96;0,25;0;0,96
12/12/2010;0;0,2;0,94;0;0,28;0,94;0;0,38;0,94
13/12/2010;0;0,2;0,93;0;0,28;0,93;0;0,38;0,93
14/12/2010;0;0;0,92;0;0;0,92;0;0;0,92
15/12/2010;0;0,2;0,9;0;0,28;0,9;0;0,38;0,9
16/12/2010;3;0,3;0,9;2,1;0,42;0,9;1,5;0,57;0,9
17/12/2010;0,5;0;0,91;0,35;0;0,91;0,25;0;0,91
18/12/2010;11;0,1;0,92;7,7;0,14;0,92;5,5;0,19;0,92
19/12/2010;6,5;0;0,92;4,55;0;0,92;3,25;0;0,92
20/12/2010;1,5;0;1,01;1,05;0;1,01;0,75;0;1,01
21/12/2010;0;0;0,91;0;0;0,91;0;0;0,91
22/12/2010;0,5;0,3;0,87;0,35;0,42;0,87;0,25;0,57;0,87
23/12/2010;0;0,8;0,84;0;1,12;0,84;0;1,52;0,84
24/12/2010;0;0,2;0,8;0;0,28;0,8;0;0,38;0,8
25/12/2010;0;0;0,75;0;0;0,75;0;0;0,75
26/12/2010;0;0;0,7;0;0;0,7;0;0;0,7
27/12/2010;13,5;0,7;0,67;9,45;0,98;0,67;6,75;1,33;0,67
28/12/2010;0;0;0,7;0;0;0,7;0;0;0,7
29/12/2010;4,5;0,2;0,94;3,15;0,28;0,94;2,25;0,38;0,94
30/12/2010;0;0,2;0,87;0;0,28;0,87;0;0,38;0,87
31/12/2010;0;0,2;0,87;0;0,28;0,87;0;0,38;0,87
01/01/2011;0;0,1;0,87;0;0,14;0,87;0;0,19;0,87
02/01/2011;0;0,1;0,83;0;0,14;0,83;0;0,19;0,83
03/01/2011;4,5;0;0,78;3,15;0;0,78;2,25;0;0,78
04/01/2011;2;0;0,78;1,4;0;0,78;1;0;0,78
05/01/2011;10;0,1;0,78;7;0,14;0,78;5;0,19;0,78
06/01/2011;4;0;0,78;2,8;0;0,78;2;0;0,78
07/01/2011;5;0,5;0,78;3,5;0,7;0,78;2,5;0,95;0,78
08/01/2011;0;0,6;0,78;0;0,84;0,78;0;1,14;0,78
09/01/2011;0,5;0;0,78;0,35;0;0,78;0,25;0;0,78
10/01/2011;26,5;0;0,78;18,55;0;0,78;13,25;0;0,78
11/01/2011;6;0,5;1,16;4,2;0,7;1,16;3;0,95;1,16
