Weetbach, Germany, pre-deforestation;;;;Weetbach, Germany, post-deforestation;;;
Date;P;EP;Q;Date;P;EP;Q
;[mm/d];[mm/d];[mm/d];;[mm/d];[mm/d];[mm/d]
01/07/2010;0,00;5,53;0,18;01/01/2015;0,00;0,54;4,33
02/07/2010;0,00;6,01;0,19;02/01/2015;14,03;0,38;4,68
03/07/2010;0,00;3,64;3,43;03/01/2015;18,41;0,17;4,79
04/07/2010;0,00;4,17;0,84;04/01/2015;0,00;0,27;4,27
05/07/2010;0,00;2,65;0,50;05/01/2015;0,00;0,47;4,26
06/07/2010;0,00;3,90;0,42;06/01/2015;1,94;0,70;4,14
07/07/2010;0,00;5,50;0,36;07/01/2015;1,19;0,28;4,40
08/07/2010;0,00;6,37;0,32;08/01/2015;27,05;0,26;9,47
09/07/2010;0,00;5,85;0,30;09/01/2015;14,74;0,51;11,99
10/07/2010;15,08;3,52;0,28;10/01/2015;8,39;0,70;12,68
11/07/2010;0,33;5,14;1,27;11/01/2015;2,68;0,49;11,06
12/07/2010;0,00;4,16;0,42;12/01/2015;4,15;0,32;9,34
13/07/2010;0,80;3,13;0,35;13/01/2015;6,12;0,63;8,88
14/07/2010;19,34;2,57;0,57;14/01/2015;7,88;0,30;8,14
15/07/2010;0,46;3,90;0,50;15/01/2015;12,49;0,52;7,67
16/07/2010;0,00;5,88;0,43;16/01/2015;0,64;0,30;6,98
17/07/2010;0,00;3,43;0,62;17/01/2015;1,19;0,48;6,41
18/07/2010;0,00;5,09;0,36;18/01/2015;0,00;0,46;5,69
19/07/2010;0,00;5,88;0,31;19/01/2015;1,62;0,38;5,14
20/07/2010;0,00;6,18;0,29;20/01/2015;0,00;0,43;4,61
21/07/2010;0,00;3,73;0,29;21/01/2015;0,00;0,37;4,17
22/07/2010;0,80;0,90;0,30;22/01/2015;0,00;0,14;3,75
23/07/2010;1,03;1,30;0,32;23/01/2015;0,00;0,16;3,41
24/07/2010;0,00;2,81;0,30;24/01/2015;9,73;0,12;3,16
25/07/2010;0,00;3,16;0,27;25/01/2015;2,47;0,19;3,05
26/07/2010;9,15;0,00;0,32;26/01/2015;10,34;0,19;3,51
27/07/2010;0,00;2,22;0,31;27/01/2015;1,30;0,26;2,82
28/07/2010;0,91;2,19;0,27;28/01/2015;11,78;0,23;3,41
29/07/2010;6,90;0,00;0,33;29/01/2015;9,83;0,32;2,81
30/07/2010;5,04;0,63;0,30;30/01/2015;3,94;0,32;2,71
31/07/2010;1,25;2,32;0,25;31/01/2015;1,30;0,26;2,73
01/08/2010;0,00;3,63;0,23;01/02/2015;8,08;0,19;2,72
02/08/2010;0,80;1,67;0,22;02/02/2015;3,31;0,24;2,61
03/08/2010;0,33;2,60;0,21;03/02/2015;1,62;0,32;2,47
04/08/2010;8,44;0,00;0,25;04/02/2015;0,41;0,42;2,34
05/08/2010;0,20;1,95;0,26;05/02/2015;0,00;0,33;2,18
06/08/2010;0,00;3,31;0,21;06/02/2015;0,00;0,57;2,07
07/08/2010;0,00;4,19;0,19;07/02/2015;0,52;0,78;1,97
08/08/2010;13,04;0,00;0,25;08/02/2015;0,97;0,47;1,93
09/08/2010;0,00;2,64;0,23;09/02/2015;1,94;0,24;2,25
10/08/2010;2,53;1,55;0,19;10/02/2015;1,51;0,23;2,19
11/08/2010;17,01;0,00;0,25;11/02/2015;0,00;1,00;1,95
12/08/2010;0,00;2,23;0,31;12/02/2015;0,00;1,24;1,78
13/08/2010;1,35;0,96;0,23;13/02/2015;0,00;1,25;1,88
14/08/2010;0,00;3,31;0,21;14/02/2015;0,52;0,50;2,13
15/08/2010;45,54;0,00;1,97;15/02/2015;0,00;1,28;2,03
16/08/2010;13,34;0,00;1,94;16/02/2015;0,00;0,79;1,99
17/08/2010;11,71;0,00;3,25;17/02/2015;0,86;0,30;2,17
18/08/2010;6,79;0,00;2,10;18/02/2015;0,00;0,35;2,23
19/08/2010;0,00;2,48;1,83;19/02/2015;0,00;0,37;2,16
20/08/2010;0,00;4,37;1,55;20/02/2015;2,26;0,52;3,24
21/08/2010;0,00;4,84;1,37;21/02/2015;9,42;0,55;2,62
22/08/2010;1,14;1,50;1,25;22/02/2015;0,00;0,84;2,49
23/08/2010;14,97;0,00;1,92;23/02/2015;16,78;0,46;2,52
24/08/2010;0,00;2,24;2,00;24/02/2015;4,05;0,39;2,43
25/08/2010;5,04;0,00;1,29;25/02/2015;4,67;0,40;2,62
26/08/2010;11,20;0,00;1,37;26/02/2015;3,73;0,38;4,14
27/08/2010;23,60;0,00;3,05;27/02/2015;6,64;0,46;3,41
28/08/2010;2,21;0,00;2,40;28/02/2015;0,00;1,32;4,33
29/08/2010;9,87;0,00;2,49;01/03/2015;5,92;0,95;5,75
30/08/2010;19,95;0,00;5,76;02/03/2015;10,14;0,84;5,47
31/08/2010;0,20;0,43;6,04;03/03/2015;9,73;0,90;5,77
01/09/2010;0,00;2,20;5,87;04/03/2015;1,08;0,90;5,17
02/09/2010;0,20;1,53;4,97;05/03/2015;0,41;0,98;4,95
03/09/2010;0,00;2,05;4,23;06/03/2015;0,00;1,28;4,71
04/09/2010;0,00;2,38;3,64;07/03/2015;0,00;2,00;4,52
05/09/2010;0,00;2,67;3,14;08/03/2015;0,00;2,95;4,60
06/09/2010;0,57;2,76;2,79;09/03/2015;0,29;1,06;5,10
07/09/2010;7,10;0,00;2,96;10/03/2015;0,52;0,56;4,92
08/09/2010;3,27;0,00;2,61;11/03/2015;0,00;1,98;4,51
09/09/2010;22,49;0,00;2,95;12/03/2015;0,00;2,39;4,22
10/09/2010;0,00;0,40;2,59;13/03/2015;0,00;1,43;3,91
11/09/2010;0,00;3,03;1,91;14/03/2015;0,29;0,96;3,78
12/09/2010;2,21;0,00;1,77;15/03/2015;1,19;0,29;3,45
13/09/2010;0,20;0,89;1,66;16/03/2015;0,00;1,53;3,15
14/09/2010;4,10;0,00;1,55;17/03/2015;0,00;2,61;2,95
15/09/2010;11,61;0,00;2,32;18/03/2015;0,00;2,43;2,88
16/09/2010;5,66;0,00;1,63;19/03/2015;0,00;0,44;2,77
17/09/2010;0,91;0,00;1,62;20/03/2015;0,00;1,46;2,67
18/09/2010;0,00;1,13;1,39;21/03/2015;6,43;0,38;3,04
19/09/2010;0,00;1,63;1,26;22/03/2015;0,17;0,61;2,41
20/09/2010;0,00;2,44;1,17;23/03/2015;0,00;1,56;2,26
21/09/2010;0,00;1,86;1,08;24/03/2015;0,00;1,44;2,35
22/09/2010;0,00;3,05;1,01;25/03/2015;5,50;0,47;2,16
23/09/2010;8,64;0,04;1,31;26/03/2015;4,78;1,07;2,33
24/09/2010;10,18;0,00;1,94;27/03/2015;0,00;1,00;1,96
25/09/2010;8,33;0,00;2,23;28/03/2015;7,36;1,05;4,12
26/09/2010;4,10;0,00;1,74;29/03/2015;28,58;0,69;6,68
27/09/2010;3,27;0,00;1,82;30/03/2015;7,77;1,34;7,89
28/09/2010;0,69;0,00;2,15;31/03/2015;20,96;1,10;8,18
29/09/2010;0,20;0,00;2,06;01/04/2015;2,47;1,40;9,85
30/09/2010;5,19;0,00;2,14;02/04/2015;17,50;1,12;8,68
01/10/2010;4,67;0,00;2,20;03/04/2015;0,17;1,57;8,68
02/10/2010;11,37;0,00;2,80;04/04/2015;3,52;0,81;7,35
03/10/2010;0,00;0,60;2,25;05/04/2015;0,00;2,00;6,40
04/10/2010;0,00;1,63;2,18;06/04/2015;0,00;0,97;5,59
05/10/2010;0,17;1,02;2,20;07/04/2015;0,00;2,89;5,00
06/10/2010;0,00;1,24;2,14;08/04/2015;0,00;2,64;4,51
07/10/2010;0,00;1,64;2,01;09/04/2015;0,00;3,49;4,08
08/10/2010;0,00;1,49;1,92;10/04/2015;0,00;4,33;3,79
09/10/2010;0,00;2,22;1,79;11/04/2015;1,41;1,43;3,48
10/10/2010;0,00;2,58;1,61;12/04/2015;0,00;3,41;3,14
11/10/2010;0,00;2,02;1,45;13/04/2015;0,00;2,00;2,89
12/10/2010;0,00;1,72;1,34;14/04/2015;0,00;4,04;2,66
13/10/2010;0,00;0,57;1,29;15/04/2015;0,00;4,55;2,51
14/10/2010;0,00;0,84;1,23;16/04/2015;0,00;3,31;2,33
15/10/2010;10,24;0,00;1,24;17/04/2015;0,00;2,66;2,13
16/10/2010;12,49;0,00;2,21;18/04/2015;0,00;3,44;1,98
17/10/2010;0,00;0,00;1,95;19/04/2015;0,00;3,49;1,81
18/10/2010;0,29;0,00;1,43;20/04/2015;0,00;4,10;1,66
19/10/2010;20,00;0,00;1,67;21/04/2015;0,00;4,42;1,55
20/10/2010;26,00;0,00;2,38;22/04/2015;0,00;3,48;1,45
21/10/2010;0,41;0,00;2,14;23/04/2015;0,00;4,00;1,33
22/10/2010;0,00;0,00;2,02;24/04/2015;0,00;4,52;1,48
23/10/2010;26,00;0,00;2,23;25/04/2015;7,77;1,23;1,84
24/10/2010;1,51;0,00;2,48;26/04/2015;9,52;1,99;2,36
25/10/2010;0,00;0,00;2,23;27/04/2015;2,05;0,41;1,42
26/10/2010;0,00;0,00;2,09;28/04/2015;0,00;2,48;1,20
27/10/2010;1,19;0,16;1,99;29/04/2015;0,00;2,17;2,20
28/10/2010;0,00;0,71;1,90;30/04/2015;12,73;0,86;1,76
29/10/2010;0,00;1,80;1,85;01/05/2015;0,00;1,64;1,34
30/10/2010;0,97;0,00;1,73;02/05/2015;0,00;2,53;1,70
31/10/2010;1,30;0,00;1,69;03/05/2015;13,65;1,19;1,68
01/11/2010;0,00;0,34;1,57;04/05/2015;1,25;3,03;1,66
02/11/2010;0,97;0,00;1,46;05/05/2015;6,28;2,81;1,45
03/11/2010;3,00;0,00;1,44;06/05/2015;4,10;2,87;1,34
04/11/2010;1,84;0,00;1,48;07/05/2015;0,00;2,99;1,21
05/11/2010;10,55;0,00;1,50;08/05/2015;0,00;3,24;1,14
06/11/2010;16,07;0,00;2,63;09/05/2015;0,20;3,22;1,05
07/11/2010;4,36;0,00;2,58;10/05/2015;0,00;4,31;0,96
08/11/2010;3,73;0,00;2,35;11/05/2015;0,00;4,57;0,91
09/11/2010;3,00;0,00;2,32;12/05/2015;0,00;3,56;0,82
10/11/2010;9,83;0,00;2,84;13/05/2015;0,00;4,31;0,81
11/11/2010;23,09;0,00;3,68;14/05/2015;1,35;2,94;0,85
12/11/2010;21,06;0,00;5,09;15/05/2015;2,11;2,60;0,76
13/11/2010;70,84;0,00;23,31;16/05/2015;0,80;1,40;0,70
14/11/2010;3,42;0,00;30,91;17/05/2015;0,00;3,05;0,64
15/11/2010;0,00;0,00;19,33;18/05/2015;2,53;3,97;0,65
16/11/2010;0,00;0,00;13,84;19/05/2015;2,74;2,67;0,59
17/11/2010;0,52;0,00;10,30;20/05/2015;0,91;2,36;0,53
18/11/2010;1,08;0,00;8,08;21/05/2015;0,00;3,35;0,49
19/11/2010;0,52;0,00;6,65;22/05/2015;0,00;3,73;0,47
20/11/2010;0,00;0,00;5,66;23/05/2015;6,69;2,56;0,46
21/11/2010;0,00;0,00;4,92;24/05/2015;0,00;2,31;0,52
22/11/2010;0,29;0,00;4,34;25/05/2015;3,27;1,60;0,46
23/11/2010;3,94;0,00;3,94;26/05/2015;0,80;1,80;0,40
24/11/2010;6,54;0,00;3,75;27/05/2015;0,00;3,07;0,37
25/11/2010;2,79;0,00;3,32;28/05/2015;0,00;2,96;0,42
26/11/2010;0,97;0,00;3,01;29/05/2015;5,97;2,24;0,43
27/11/2010;0,00;0,00;2,71;30/05/2015;0,00;2,30;0,43
28/11/2010;0,00;0,00;2,45;31/05/2015;7,00;2,34;0,46
29/11/2010;2,58;0,00;2,33;01/06/2015;1,25;2,95;0,35
30/11/2010;0,86;0,00;2,23;02/06/2015;1,57;3,56;0,30
01/12/2010;2,05;0,00;2,05;03/06/2015;0,33;2,67;0,26
02/12/2010;0,52;0,00;1,86;04/06/2015;0,00;5,54;0,34
03/12/2010;0,00;0,00;1,72;05/06/2015;9,87;6,57;0,30
04/12/2010;1,62;0,00;1,58;06/06/2015;0,00;2,87;0,23
05/12/2010;13,11;0,00;1,55;07/06/2015;0,00;4,89;0,21
06/12/2010;0,29;0,00;1,47;08/06/2015;0,00;3,80;0,20
07/12/2010;0,00;0,00;1,50;09/06/2015;0,00;2,98;0,19
08/12/2010;4,67;0,00;1,54;10/06/2015;0,00;4,73;0,19
09/12/2010;3,31;0,00;1,42;11/06/2015;0,00;5,29;0,18
10/12/2010;6,12;0,00;1,37;12/06/2015;0,20;4,63;0,20
11/12/2010;1,51;0,00;3,43;13/06/2015;5,35;3,68;0,16
12/12/2010;4,15;0,00;2,88;14/06/2015;0,00;5,33;0,16
13/12/2010;2,58;0,00;2,81;15/06/2015;0,00;1,95;0,15
14/12/2010;0,86;0,00;2,90;16/06/2015;0,00;3,35;0,22
15/12/2010;0,97;0,00;2,89;17/06/2015;0,00;4,81;0,25
16/12/2010;19,43;0,00;2,89;18/06/2015;11,30;2,95;0,22
17/12/2010;0,64;0,00;2,78;19/06/2015;3,79;1,30;0,20
18/12/2010;2,58;0,00;2,59;20/06/2015;0,69;1,95;0,26
19/12/2010;22,79;0,00;2,49;21/06/2015;4,21;2,22;2,38
20/12/2010;0,00;0,00;2,32;22/06/2015;25,33;0,99;1,46
21/12/2010;3,73;0,00;2,23;23/06/2015;7,72;1,63;0,82
22/12/2010;5,81;0,00;2,27;24/06/2015;0,00;3,19;0,59
23/12/2010;15,86;0,00;2,32;25/06/2015;0,00;4,42;0,51
24/12/2010;6,74;0,00;2,06;26/06/2015;0,69;3,96;0,43
25/12/2010;0,00;0,00;1,92;27/06/2015;2,21;3,38;0,36
26/12/2010;2,89;0,00;1,90;28/06/2015;0,00;4,29;0,30
27/12/2010;0,00;0,00;1,90;29/06/2015;0,00;5,24;0,25
28/12/2010;0,00;0,00;1,89;30/06/2015;0,00;5,95;0,22
29/12/2010;0,17;0,00;1,87;01/07/2015;0,00;6,98;0,20
30/12/2010;0,00;0,00;1,86;02/07/2015;0,00;7,02;0,19
31/12/2010;0,00;0,00;1,83;03/07/2015;0,00;5,09;0,17
01/01/2011;2,05;0,00;1,82;04/07/2015;0,00;5,87;0,21
02/01/2011;1,73;0,00;1,78;05/07/2015;6,59;4,46;0,18
03/01/2011;3,94;0,00;1,74;06/07/2015;0,00;5,55;0,20
04/01/2011;0,52;0,00;1,69;07/07/2015;4,31;3,70;0,78
05/01/2011;0,41;0,00;1,61;08/07/2015;18,43;1,90;0,42
06/01/2011;32,53;0,00;7,01;09/07/2015;2,32;2,33;0,27
07/01/2011;10,24;0,00;13,85;10/07/2015;0,00;5,39;0,21
08/01/2011;11,47;0,00;19,04;11/07/2015;0,00;6,06;0,24
09/01/2011;10,86;0,00;23,76;12/07/2015;1,46;2,32;0,57
10/01/2011;0,00;0,00;18,27;13/07/2015;8,95;1,33;0,45
11/01/2011;4,57;0,00;13,91;14/07/2015;2,42;1,89;0,32
12/01/2011;23,09;0,00;12,68;15/07/2015;0,46;2,82;0,25
13/01/2011;40,43;0,00;29,40;16/07/2015;0,00;3,77;0,20
14/01/2011;13,41;0,00;38,38;17/07/2015;0,46;6,61;0,54
15/01/2011;0,00;0,00;30,36;18/07/2015;0,00;4,85;0,52
16/01/2011;0,17;0,00;21,84;19/07/2015;19,45;1,85;0,48
17/01/2011;0,52;0,00;16,10;20/07/2015;3,69;1,80;0,34
18/01/2011;10,86;0,00;13,14;21/07/2015;0,00;3,52;0,28
19/01/2011;7,57;0,00;10,76;22/07/2015;0,00;3,43;0,25
20/01/2011;5,50;0,00;9,04;23/07/2015;0,00;3,65;0,56
21/01/2011;0,41;0,00;7,72;24/07/2015;5,35;4,07;1,37
22/01/2011;2,68;0,00;6,81;25/07/2015;19,75;1,21;1,28
23/01/2011;2,16;0,00;6,05;26/07/2015;2,53;3,13;1,82
24/01/2011;2,37;0,00;5,58;27/07/2015;20,97;1,36;1,26
25/01/2011;5,81;0,00;5,06;28/07/2015;0,00;2,27;0,99
26/01/2011;0,41;0,00;4,51;29/07/2015;1,25;3,26;0,91
27/01/2011;0,00;0,00;3,98;30/07/2015;7,20;1,82;0,71
28/01/2011;0,00;0,00;3,59;31/07/2015;0,00;3,67;0,57
29/01/2011;0,00;0,00;3,24;01/08/2015;0,00;4,35;0,48
30/01/2011;0,00;0,00;2,94;02/08/2015;0,00;5,02;0,45
31/01/2011;0,00;0,06;2,66;03/08/2015;0,00;6,11;0,64
01/02/2011;3,31;0,00;2,44;04/08/2015;7,41;1,61;0,41
02/02/2011;0,17;0,00;2,31;05/08/2015;0,00;4,88;0,40
03/02/2011;4,46;0,00;2,30;06/08/2015;0,00;5,68;0,36
04/02/2011;3,00;0,00;2,94;07/08/2015;0,46;4,36;0,34
05/02/2011;1,30;0,00;3,34;08/08/2015;0,00;2,34;0,33
06/02/2011;0,00;0,00;2,82;09/08/2015;0,46;2,16;0,32
07/02/2011;0,17;0,45;2,97;10/08/2015;0,91;1,15;0,27
08/02/2011;0,97;0,00;3,51;11/08/2015;0,00;4,20;0,24
09/02/2011;0,00;1,18;3,64;12/08/2015;0,00;3,57;0,24
10/02/2011;8,39;0,00;3,64;13/08/2015;1,35;4,71;0,30
11/02/2011;16,78;0,00;5,07;14/08/2015;5,04;2,58;0,48
12/02/2011;1,84;0,00;4,41;15/08/2015;13,04;1,79;0,46
13/02/2011;0,00;0,00;4,75;16/08/2015;6,90;0,75;0,43
14/02/2011;6,95;0,00;4,99;17/08/2015;2,21;0,86;0,31
15/02/2011;0,64;0,00;5,01;18/08/2015;0,46;1,71;0,26
16/02/2011;0,00;0,00;4,32;19/08/2015;0,00;2,78;0,23
17/02/2011;0,00;0,00;3,80;20/08/2015;0,00;2,97;0,22
18/02/2011;0,00;0,00;3,51;21/08/2015;0,00;2,56;0,20
19/02/2011;0,00;0,00;3,26;22/08/2015;0,00;4,35;0,35
20/02/2011;1,73;0,00;3,03;23/08/2015;9,77;3,88;0,37
21/02/2011;0,17;0,00;2,76;24/08/2015;0,33;2,66;0,31
22/02/2011;0,00;0,00;2,45;25/08/2015;9,87;2,54;0,31
23/02/2011;0,41;0,55;2,25;26/08/2015;0,20;4,32;2,20
24/02/2011;3,94;0,00;2,23;27/08/2015;28,87;0,73;1,00
25/02/2011;0,52;0,00;2,27;28/08/2015;0,00;1,85;0,78
26/02/2011;9,83;0,00;2,31;29/08/2015;0,00;2,38;0,68
27/02/2011;16,78;0,00;3,57;30/08/2015;0,00;4,56;1,60
28/02/2011;0,86;0,00;2,57;31/08/2015;0,00;4,88;1,78
01/03/2011;0,00;0,00;2,63;01/09/2015;23,60;0,83;1,32
02/03/2011;0,00;0,00;2,88;02/09/2015;0,20;2,48;1,18
03/03/2011;0,00;1,18;2,88;03/09/2015;0,57;2,47;1,12
04/03/2011;0,00;1,54;2,76;04/09/2015;1,14;1,66;1,32
05/03/2011;0,00;1,20;2,59;05/09/2015;8,54;1,25;1,07
06/03/2011;0,00;1,14;2,40;06/09/2015;1,57;1,55;0,96
07/03/2011;0,00;2,21;2,19;07/09/2015;3,69;0,94;0,84
08/03/2011;0,00;2,40;2,03;08/09/2015;0,33;1,04;0,70
09/03/2011;0,75;0,20;1,99;09/09/2015;0,00;2,33;0,61
10/03/2011;0,52;0,25;1,88;10/09/2015;0,00;2,76;0,58
11/03/2011;0,41;0,51;1,74;11/09/2015;0,00;2,35;2,10
12/03/2011;0,00;1,79;1,58;12/09/2015;18,94;2,08;1,66
13/03/2011;1,30;0,00;1,47;13/09/2015;1,57;1,05;1,76
14/03/2011;0,52;0,00;1,36;14/09/2015;9,67;1,75;2,28
15/03/2011;0,00;2,06;1,22;15/09/2015;3,48;1,96;4,80
16/03/2011;0,00;0,91;1,13;16/09/2015;23,00;0,84;3,32
17/03/2011;0,00;0,29;1,07;17/09/2015;5,04;1,05;2,59
18/03/2011;4,26;0,00;1,03;18/09/2015;1,57;1,83;2,20
19/03/2011;1,30;0,00;1,22;19/09/2015;2,11;1,02;1,88
20/03/2011;0,00;0,53;0,93;20/09/2015;0,46;1,71;2,44
21/03/2011;0,00;2,52;0,80;21/09/2015;1,57;2,02;2,50
22/03/2011;0,00;2,56;0,72;22/09/2015;21,88;0,92;2,38
23/03/2011;0,00;2,33;0,65;23/09/2015;13,24;0,49;2,07
24/03/2011;0,00;2,40;0,62;24/09/2015;1,14;1,77;1,98
25/03/2011;0,00;3,10;0,57;25/09/2015;0,00;1,65;1,80
26/03/2011;0,00;1,97;0,54;26/09/2015;0,00;1,05;1,63
27/03/2011;0,00;1,80;0,52;27/09/2015;0,00;1,95;1,46
28/03/2011;0,00;2,50;0,48;28/09/2015;0,00;2,01;1,32
29/03/2011;0,00;2,90;0,44;29/09/2015;0,00;1,95;1,19
30/03/2011;0,00;1,69;0,42;30/09/2015;0,00;2,30;1,07
31/03/2011;5,61;0,00;0,46;01/10/2015;0,00;2,29;1,00
01/04/2011;0,17;0,00;0,45;02/10/2015;0,00;2,43;0,95
02/04/2011;0,00;2,89;0,41;03/10/2015;0,00;1,89;0,90
03/04/2011;7,88;0,00;0,45;04/10/2015;0,41;0,86;1,08
04/04/2011;1,19;0,00;0,59;05/10/2015;3,52;0,91;1,48
05/04/2011;0,52;0,00;0,45;06/10/2015;2,05;0,91;1,51
06/04/2011;0,00;2,59;0,38;07/10/2015;4,57;0,66;1,28
07/04/2011;0,17;3,40;0,34;08/10/2015;0,00;0,83;1,09
08/04/2011;0,00;2,74;0,31;09/10/2015;0,41;0,52;0,93
09/04/2011;0,00;3,05;0,29;10/10/2015;0,29;0,41;0,82
10/04/2011;0,00;3,58;0,26;11/10/2015;0,00;1,68;0,66
11/04/2011;0,00;4,12;0,25;12/10/2015;0,00;1,58;0,56
12/04/2011;6,95;0,00;0,29;13/10/2015;0,00;0,73;0,69
13/04/2011;0,00;1,46;0,26;14/10/2015;2,58;0,18;1,38
14/04/2011;0,00;1,46;0,25;15/10/2015;6,33;0,24;1,55
15/04/2011;0,00;2,65;0,23;16/10/2015;7,98;0,33;0,96
16/04/2011;0,00;2,62;0,21;17/10/2015;0,17;0,36;0,89
17/04/2011;0,00;2,73;0,20;18/10/2015;0,52;0,65;0,90
18/04/2011;0,00;4,16;0,22;19/10/2015;0,64;0,36;1,11
19/04/2011;0,00;3,81;0,24;20/10/2015;2,26;0,28;1,03
20/04/2011;0,00;4,64;0,22;21/10/2015;0,29;0,71;0,99
21/04/2011;0,00;4,73;0,21;22/10/2015;3,42;0,48;0,91
22/04/2011;0,00;4,60;0,21;23/10/2015;0,00;0,91;0,83
23/04/2011;0,00;4,33;0,20;24/10/2015;0,00;0,88;0,67
24/04/2011;0,00;4,34;0,20;25/10/2015;0,64;0,62;0,66
25/04/2011;0,00;4,56;0,19;26/10/2015;0,00;1,18;0,65
26/04/2011;0,00;3,43;0,18;27/10/2015;0,00;1,41;0,65
27/04/2011;4,15;0,00;0,22;28/10/2015;0,17;0,78;0,67
28/04/2011;1,51;0,00;0,23;29/10/2015;0,17;0,28;0,66
29/04/2011;0,00;2,41;0,21;30/10/2015;0,00;0,78;0,62
30/04/2011;0,69;3,13;0,19;31/10/2015;0,00;1,72;0,61
01/05/2011;0,00;3,75;0,17;01/11/2015;0,00;0,82;0,59
02/05/2011;0,00;3,62;0,17;02/11/2015;0,00;2,26;0,58
03/05/2011;0,00;2,70;0,17;03/11/2015;0,00;1,83;0,57
04/05/2011;0,00;2,98;0,16;04/11/2015;0,97;1,39;0,55
05/05/2011;0,00;3,81;0,15;05/11/2015;1,19;0,77;0,55
06/05/2011;0,00;4,49;0,14;06/11/2015;7,05;0,57;0,55
07/05/2011;0,00;5,67;0,14;07/11/2015;1,30;0,57;0,60
08/05/2011;0,00;5,75;0,14;08/11/2015;0,00;1,09;0,56
09/05/2011;0,00;4,49;0,13;09/11/2015;0,86;1,29;0,55
10/05/2011;4,31;1,34;0,13;10/11/2015;0,64;0,68;0,52
11/05/2011;5,76;1,08;0,15;11/11/2015;0,00;0,53;0,51
12/05/2011;0,00;3,21;0,13;12/11/2015;0,86;0,73;0,50
13/05/2011;0,00;3,54;0,12;13/11/2015;10,24;0,46;0,57
14/05/2011;0,00;3,24;0,12;14/11/2015;9,52;0,47;0,69
15/05/2011;9,56;0,00;0,15;15/11/2015;1,84;0,62;0,80
16/05/2011;1,03;0,00;0,13;16/11/2015;14,64;0,48;0,70
17/05/2011;0,00;3,29;0,12;17/11/2015;20,96;0,65;1,83
18/05/2011;0,00;3,41;0,11;18/11/2015;1,51;1,10;2,24
19/05/2011;7,31;0,00;0,11;19/11/2015;26,44;0,54;3,17
20/05/2011;1,25;1,34;0,11;20/11/2015;7,57;0,33;5,31
21/05/2011;0,00;4,24;0,10;21/11/2015;1,19;0,33;5,81
22/05/2011;0,00;3,42;0,14;22/11/2015;0,41;0,28;5,06
23/05/2011;0,00;5,04;0,11;23/11/2015;0,00;0,45;4,13
24/05/2011;0,00;4,15;0,10;24/11/2015;11,06;0,29;3,49
25/05/2011;0,00;5,69;0,09;25/11/2015;10,14;0,21;3,40
26/05/2011;0,00;4,80;0,09;26/11/2015;1,08;0,26;3,26
27/05/2011;0,00;1,44;0,12;27/11/2015;0,17;0,44;3,10
28/05/2011;0,00;3,76;0,12;28/11/2015;10,34;0,31;3,58
29/05/2011;0,00;4,25;0,10;29/11/2015;26,24;0,40;5,18
30/05/2011;0,00;6,68;0,11;30/11/2015;35,47;0,41;9,77
31/05/2011;16,91;0,00;0,21;01/12/2015;24,31;0,32;18,34
01/06/2011;0,00;2,26;0,21;02/12/2015;0,00;0,37;16,69
02/06/2011;0,00;5,42;0,13;03/12/2015;0,00;0,88;11,65
03/06/2011;0,00;4,93;0,11;04/12/2015;9,42;0,34;8,66
04/06/2011;0,20;4,55;0,09;05/12/2015;0,00;0,59;6,60
05/06/2011;0,00;4,09;0,57;06/12/2015;0,00;0,41;5,32
06/06/2011;0,00;3,62;0,63;07/12/2015;0,00;1,00;4,41
07/06/2011;25,83;0,53;0,81;08/12/2015;8,49;0,90;3,77
08/06/2011;0,00;2,73;1,41;09/12/2015;0,64;0,52;3,52
09/06/2011;0,00;2,89;0,54;10/12/2015;0,00;0,53;2,93
10/06/2011;0,00;2,46;0,49;11/12/2015;22,08;0,23;3,20
11/06/2011;0,00;3,29;0,47;12/12/2015;3,94;0,31;4,40
12/06/2011;0,00;3,90;0,36;13/12/2015;2,37;0,21;5,24
13/06/2011;0,00;2,23;0,36;14/12/2015;0,00;0,27;5,24
14/06/2011;0,00;3,39;0,29;15/12/2015;0,97;0,41;4,65
15/06/2011;0,00;2,91;0,20;16/12/2015;16,68;0,29;4,32
16/06/2011;0,00;3,11;0,19;17/12/2015;0,29;0,54;3,89
17/06/2011;0,00;2,72;0,19;18/12/2015;0,64;0,45;3,51
18/06/2011;0,00;2,93;0,36;19/12/2015;0,00;0,65;3,33
19/06/2011;0,00;1,71;0,40;20/12/2015;0,17;0,84;3,17
20/06/2011;7,72;0,00;0,35;21/12/2015;8,29;0,52;2,99
21/06/2011;8,44;0,00;0,53;22/12/2015;6,23;0,43;3,08
22/06/2011;13,75;0,00;0,78;23/12/2015;5,81;0,51;2,81
23/06/2011;5,76;0,39;0,60;24/12/2015;2,37;0,66;2,63
24/06/2011;0,00;2,40;0,52;25/12/2015;9,01;0,30;2,84
25/06/2011;0,00;1,11;0,47;26/12/2015;0,00;0,80;2,81
26/06/2011;0,00;4,45;0,42;27/12/2015;0,00;0,61;2,81
27/06/2011;0,00;6,33;0,36;28/12/2015;0,17;1,87;2,79
28/06/2011;0,00;6,41;0,31;29/12/2015;0,00;0,67;2,68
29/06/2011;0,69;0,55;0,31;30/12/2015;0,00;0,47;2,48
30/06/2011;0,00;3,71;0,29;31/12/2015;1,94;0,63;2,33
